date,weekday,wday,month,year,d,event_type_1,event_type_2,snap_CA,snap_TX,snap_WI,FOODS,HOBBIES,HOUSEHOLD,days,Day_name,Week,Month,is_holiday,is_workingday
2012-04-11,Wednesday,5,4,2012,d_439,,,0,1,1,21572.0,2859.0,5144.0,d_439,Wednesday,15,4,0,1
2012-04-12,Thursday,6,4,2012,d_440,,,0,1,1,21116.0,2597.0,4855.0,d_440,Thursday,15,4,0,1
2012-04-13,Friday,7,4,2012,d_441,,,0,1,0,22686.0,3234.0,6018.0,d_441,Friday,15,4,0,1
2012-04-14,Saturday,1,4,2012,d_442,Religious,,0,0,1,27546.0,3623.0,7377.0,d_442,Saturday,15,4,0,0
2012-04-15,Sunday,2,4,2012,d_443,Religious,,0,1,1,28433.0,3224.0,7050.0,d_443,Sunday,15,4,0,0
2012-04-16,Monday,3,4,2012,d_444,,,0,0,0,19680.0,2848.0,5144.0,d_444,Monday,16,4,0,1
2012-04-17,Tuesday,4,4,2012,d_445,,,0,0,0,18939.0,2303.0,4825.0,d_445,Tuesday,16,4,0,1
2012-04-18,Wednesday,5,4,2012,d_446,,,0,0,0,17589.0,2392.0,4718.0,d_446,Wednesday,16,4,0,1
2012-04-19,Thursday,6,4,2012,d_447,,,0,0,0,17751.0,2590.0,4483.0,d_447,Thursday,16,4,0,1
2012-04-20,Friday,7,4,2012,d_448,,,0,0,0,20271.0,2613.0,5259.0,d_448,Friday,16,4,0,1
2012-04-21,Saturday,1,4,2012,d_449,,,0,0,0,26514.0,3245.0,6949.0,d_449,Saturday,16,4,0,0
2012-04-22,Sunday,2,4,2012,d_450,,,0,0,0,26894.0,3014.0,6856.0,d_450,Sunday,16,4,0,0
2012-04-23,Monday,3,4,2012,d_451,,,0,0,0,19078.0,2670.0,4922.0,d_451,Monday,17,4,0,1
2012-04-24,Tuesday,4,4,2012,d_452,,,0,0,0,17829.0,2459.0,4560.0,d_452,Tuesday,17,4,0,1
2012-04-25,Wednesday,5,4,2012,d_453,,,0,0,0,17621.0,2498.0,4329.0,d_453,Wednesday,17,4,0,1
2012-04-26,Thursday,6,4,2012,d_454,,,0,0,0,17733.0,2282.0,4515.0,d_454,Thursday,17,4,0,1
2012-04-27,Friday,7,4,2012,d_455,,,0,0,0,20502.0,2825.0,5650.0,d_455,Friday,17,4,0,1
2012-04-28,Saturday,1,4,2012,d_456,,,0,0,0,25131.0,3534.0,6982.0,d_456,Saturday,17,4,0,0
2012-04-29,Sunday,2,4,2012,d_457,,,0,0,0,25978.0,3407.0,6739.0,d_457,Sunday,17,4,0,0
2012-04-30,Monday,3,4,2012,d_458,,,0,0,0,19645.0,2393.0,5318.0,d_458,Monday,18,4,0,1
2012-05-01,Tuesday,4,5,2012,d_459,,,1,1,0,21643.0,2846.0,5801.0,d_459,Tuesday,18,5,0,1
2012-05-02,Wednesday,5,5,2012,d_460,,,1,0,1,21481.0,2736.0,5022.0,d_460,Wednesday,18,5,0,1
2012-05-03,Thursday,6,5,2012,d_461,,,1,1,1,24223.0,3228.0,5508.0,d_461,Thursday,18,5,0,1
2012-05-04,Friday,7,5,2012,d_462,,,1,0,0,24116.0,3180.0,5636.0,d_462,Friday,18,5,0,1
2012-05-05,Saturday,1,5,2012,d_463,Cultural,,1,1,1,29358.0,3268.0,6575.0,d_463,Saturday,18,5,0,0
2012-05-06,Sunday,2,5,2012,d_464,,,1,1,1,31323.0,3375.0,6831.0,d_464,Sunday,18,5,0,0
2012-05-07,Monday,3,5,2012,d_465,,,1,1,0,26266.0,2204.0,5007.0,d_465,Monday,19,5,0,1
2012-05-08,Tuesday,4,5,2012,d_466,,,1,0,1,23671.0,2074.0,4688.0,d_466,Tuesday,19,5,0,1
2012-05-09,Wednesday,5,5,2012,d_467,,,1,1,1,23528.0,2090.0,4586.0,d_467,Wednesday,19,5,0,1
2012-05-10,Thursday,6,5,2012,d_468,,,1,0,0,21741.0,2203.0,4220.0,d_468,Thursday,19,5,0,1
2012-05-11,Friday,7,5,2012,d_469,,,0,1,1,25591.0,2279.0,4944.0,d_469,Friday,19,5,0,1
2012-05-12,Saturday,1,5,2012,d_470,,,0,1,1,31472.0,2714.0,6686.0,d_470,Saturday,19,5,0,0
2012-05-13,Sunday,2,5,2012,d_471,Cultural,,0,1,0,26101.0,2306.0,5362.0,d_471,Sunday,19,5,0,0
2012-05-14,Monday,3,5,2012,d_472,,,0,0,1,24377.0,2063.0,5143.0,d_472,Monday,20,5,0,1
2012-05-15,Tuesday,4,5,2012,d_473,,,0,1,1,24516.0,2244.0,4998.0,d_473,Tuesday,20,5,0,1
2012-05-16,Wednesday,5,5,2012,d_474,,,0,0,0,21413.0,2289.0,4975.0,d_474,Wednesday,20,5,0,1
2012-05-17,Thursday,6,5,2012,d_475,,,0,0,0,20836.0,1986.0,4501.0,d_475,Thursday,20,5,0,1
2012-05-18,Friday,7,5,2012,d_476,,,0,0,0,24572.0,2338.0,5401.0,d_476,Friday,20,5,0,1
2012-05-19,Saturday,1,5,2012,d_477,,,0,0,0,28523.0,2855.0,6551.0,d_477,Saturday,20,5,0,0
2012-05-20,Sunday,2,5,2012,d_478,,,0,0,0,29991.0,2644.0,6879.0,d_478,Sunday,20,5,0,0
2012-05-21,Monday,3,5,2012,d_479,,,0,0,0,21320.0,2175.0,5310.0,d_479,Monday,21,5,0,1
2012-05-22,Tuesday,4,5,2012,d_480,,,0,0,0,20500.0,1951.0,5051.0,d_480,Tuesday,21,5,0,1
2012-05-23,Wednesday,5,5,2012,d_481,,,0,0,0,19877.0,1947.0,4799.0,d_481,Wednesday,21,5,0,1
2012-05-24,Thursday,6,5,2012,d_482,,,0,0,0,21049.0,2164.0,4750.0,d_482,Thursday,21,5,0,1
2012-05-25,Friday,7,5,2012,d_483,,,0,0,0,24619.0,2424.0,5754.0,d_483,Friday,21,5,0,1
2012-05-26,Saturday,1,5,2012,d_484,,,0,0,0,27755.0,2790.0,6694.0,d_484,Saturday,21,5,0,0
2012-05-27,Sunday,2,5,2012,d_485,,,0,0,0,25055.0,2798.0,6000.0,d_485,Sunday,21,5,0,0
2012-05-28,Monday,3,5,2012,d_486,National,,0,0,0,24793.0,2652.0,5962.0,d_486,Monday,22,5,1,0
2012-05-29,Tuesday,4,5,2012,d_487,,,0,0,0,20884.0,2620.0,5116.0,d_487,Tuesday,22,5,0,1
2012-05-30,Wednesday,5,5,2012,d_488,,,0,0,0,19506.0,2547.0,5097.0,d_488,Wednesday,22,5,0,1
2012-05-31,Thursday,6,5,2012,d_489,,,0,0,0,20298.0,2896.0,5615.0,d_489,Thursday,22,5,0,1
2012-06-01,Friday,7,6,2012,d_490,,,1,1,0,26898.0,3774.0,8857.0,d_490,Friday,22,6,0,1
2012-06-02,Saturday,1,6,2012,d_491,,,1,0,1,32202.0,3743.0,8998.0,d_491,Saturday,22,6,0,0
2012-06-03,Sunday,2,6,2012,d_492,,,1,1,1,33122.0,3287.0,7501.0,d_492,Sunday,22,6,0,0
2012-06-04,Monday,3,6,2012,d_493,,,1,0,0,24514.0,2967.0,5813.0,d_493,Monday,23,6,0,1
2012-06-05,Tuesday,4,6,2012,d_494,,,1,1,1,26183.0,2556.0,5267.0,d_494,Tuesday,23,6,0,1
2012-06-06,Wednesday,5,6,2012,d_495,,,1,1,1,25754.0,2879.0,4954.0,d_495,Wednesday,23,6,0,1
2012-06-07,Thursday,6,6,2012,d_496,,,1,1,0,24494.0,2773.0,5268.0,d_496,Thursday,23,6,0,1
2012-06-08,Friday,7,6,2012,d_497,,,1,0,1,27811.0,3280.0,5810.0,d_497,Friday,23,6,0,1
2012-06-09,Saturday,1,6,2012,d_498,,,1,1,1,32770.0,3513.0,7026.0,d_498,Saturday,23,6,0,0
2012-06-10,Sunday,2,6,2012,d_499,,,1,0,0,32818.0,3315.0,8811.0,d_499,Sunday,23,6,0,0
2012-06-11,Monday,3,6,2012,d_500,,,0,1,1,29649.0,2787.0,7200.0,d_500,Monday,24,6,0,1
2012-06-12,Tuesday,4,6,2012,d_501,Sporting,,0,1,1,26197.0,2431.0,6446.0,d_501,Tuesday,24,6,0,1
2012-06-13,Wednesday,5,6,2012,d_502,,,0,1,0,23692.0,2736.0,6502.0,d_502,Wednesday,24,6,0,1
2012-06-14,Thursday,6,6,2012,d_503,,,0,0,1,24772.0,2500.0,6510.0,d_503,Thursday,24,6,0,1
2012-06-15,Friday,7,6,2012,d_504,,,0,1,1,30641.0,3201.0,7956.0,d_504,Friday,24,6,0,1
2012-06-16,Saturday,1,6,2012,d_505,,,0,0,0,31590.0,3826.0,9022.0,d_505,Saturday,24,6,0,0
2012-06-17,Sunday,2,6,2012,d_506,Cultural,,0,0,0,28421.0,2927.0,7691.0,d_506,Sunday,24,6,0,0
2012-06-18,Monday,3,6,2012,d_507,,,0,0,0,24353.0,2784.0,6963.0,d_507,Monday,25,6,0,1
2012-06-19,Tuesday,4,6,2012,d_508,,,0,0,0,22653.0,2513.0,6801.0,d_508,Tuesday,25,6,0,1
2012-06-20,Wednesday,5,6,2012,d_509,,,0,0,0,22145.0,2603.0,6720.0,d_509,Wednesday,25,6,0,1
2012-06-21,Thursday,6,6,2012,d_510,Sporting,,0,0,0,21436.0,2854.0,6474.0,d_510,Thursday,25,6,0,1
2012-06-22,Friday,7,6,2012,d_511,,,0,0,0,25388.0,3602.0,7487.0,d_511,Friday,25,6,0,1
2012-06-23,Saturday,1,6,2012,d_512,,,0,0,0,28070.0,3248.0,8692.0,d_512,Saturday,25,6,0,0
2012-06-24,Sunday,2,6,2012,d_513,,,0,0,0,28785.0,3207.0,8517.0,d_513,Sunday,25,6,0,0
2012-06-25,Monday,3,6,2012,d_514,,,0,0,0,22147.0,2609.0,7091.0,d_514,Monday,26,6,0,1
2012-06-26,Tuesday,4,6,2012,d_515,,,0,0,0,20473.0,2737.0,6161.0,d_515,Tuesday,26,6,0,1
2012-06-27,Wednesday,5,6,2012,d_516,,,0,0,0,20323.0,2527.0,6035.0,d_516,Wednesday,26,6,0,1
2012-06-28,Thursday,6,6,2012,d_517,,,0,0,0,21063.0,2468.0,6054.0,d_517,Thursday,26,6,0,1
2012-06-29,Friday,7,6,2012,d_518,,,0,0,0,24863.0,3434.0,8080.0,d_518,Friday,26,6,0,1
2012-06-30,Saturday,1,6,2012,d_519,,,0,0,0,27386.0,3985.0,9223.0,d_519,Saturday,26,6,0,0
2012-07-01,Sunday,2,7,2012,d_520,,,1,1,0,29233.0,2636.0,8830.0,d_520,Sunday,26,7,0,0
2012-07-02,Monday,3,7,2012,d_521,,,1,0,1,26523.0,2314.0,7026.0,d_521,Monday,27,7,0,1
2012-07-03,Tuesday,4,7,2012,d_522,,,1,1,1,29682.0,2414.0,7446.0,d_522,Tuesday,27,7,0,1
2012-07-04,Wednesday,5,7,2012,d_523,National,,1,0,0,24727.0,1930.0,5999.0,d_523,Wednesday,27,7,1,0
2012-07-05,Thursday,6,7,2012,d_524,,,1,1,1,25331.0,2081.0,6996.0,d_524,Thursday,27,7,0,1
2012-07-06,Friday,7,7,2012,d_525,,,1,1,1,29846.0,2638.0,7507.0,d_525,Friday,27,7,0,1
2012-07-07,Saturday,1,7,2012,d_526,,,1,1,0,30605.0,2677.0,8149.0,d_526,Saturday,27,7,0,0
2012-07-08,Sunday,2,7,2012,d_527,,,1,0,1,31165.0,3367.0,8140.0,d_527,Sunday,27,7,0,0
2012-07-09,Monday,3,7,2012,d_528,,,1,1,1,26688.0,2647.0,6435.0,d_528,Monday,28,7,0,1
2012-07-10,Tuesday,4,7,2012,d_529,,,1,0,0,23631.0,2630.0,6326.0,d_529,Tuesday,28,7,0,1
2012-07-11,Wednesday,5,7,2012,d_530,,,0,1,1,24229.0,2711.0,6132.0,d_530,Wednesday,28,7,0,1
2012-07-12,Thursday,6,7,2012,d_531,,,0,1,1,24277.0,2567.0,6233.0,d_531,Thursday,28,7,0,1
2012-07-13,Friday,7,7,2012,d_532,,,0,1,0,25931.0,3300.0,7351.0,d_532,Friday,28,7,0,1
2012-07-14,Saturday,1,7,2012,d_533,,,0,0,1,29842.0,3692.0,8814.0,d_533,Saturday,28,7,0,0
2012-07-15,Sunday,2,7,2012,d_534,,,0,1,1,31949.0,3216.0,8524.0,d_534,Sunday,28,7,0,0
2012-07-16,Monday,3,7,2012,d_535,,,0,0,0,23498.0,2868.0,6654.0,d_535,Monday,29,7,0,1
2012-07-17,Tuesday,4,7,2012,d_536,,,0,0,0,21854.0,2596.0,5968.0,d_536,Tuesday,29,7,0,1
2012-07-18,Wednesday,5,7,2012,d_537,,,0,0,0,20397.0,2661.0,5858.0,d_537,Wednesday,29,7,0,1
2012-07-19,Thursday,6,7,2012,d_538,,,0,0,0,21435.0,3137.0,6292.0,d_538,Thursday,29,7,0,1
2012-07-20,Friday,7,7,2012,d_539,Religious,,0,0,0,24826.0,3405.0,7171.0,d_539,Friday,29,7,0,1
2012-07-21,Saturday,1,7,2012,d_540,,,0,0,0,27794.0,3593.0,8157.0,d_540,Saturday,29,7,0,0
2012-07-22,Sunday,2,7,2012,d_541,,,0,0,0,28210.0,3390.0,8352.0,d_541,Sunday,29,7,0,0
2012-07-23,Monday,3,7,2012,d_542,,,0,0,0,21925.0,2735.0,6204.0,d_542,Monday,30,7,0,1
2012-07-24,Tuesday,4,7,2012,d_543,,,0,0,0,21127.0,2301.0,6051.0,d_543,Tuesday,30,7,0,1
2012-07-25,Wednesday,5,7,2012,d_544,,,0,0,0,20424.0,2126.0,5804.0,d_544,Wednesday,30,7,0,1
2012-07-26,Thursday,6,7,2012,d_545,,,0,0,0,20162.0,2277.0,6099.0,d_545,Thursday,30,7,0,1
2012-07-27,Friday,7,7,2012,d_546,,,0,0,0,22830.0,2457.0,6553.0,d_546,Friday,30,7,0,1
2012-07-28,Saturday,1,7,2012,d_547,,,0,0,0,24118.0,2783.0,7687.0,d_547,Saturday,30,7,0,0
2012-07-29,Sunday,2,7,2012,d_548,,,0,0,0,25927.0,2444.0,7776.0,d_548,Sunday,30,7,0,0
2012-07-30,Monday,3,7,2012,d_549,,,0,0,0,20822.0,2094.0,6017.0,d_549,Monday,31,7,0,1
2012-07-31,Tuesday,4,7,2012,d_550,,,0,0,0,20591.0,2353.0,6587.0,d_550,Tuesday,31,7,0,1
2012-08-01,Wednesday,5,8,2012,d_551,,,1,1,0,23954.0,2563.0,7453.0,d_551,Wednesday,31,8,0,1
2012-08-02,Thursday,6,8,2012,d_552,,,1,0,1,25294.0,2604.0,7362.0,d_552,Thursday,31,8,0,1
2012-08-03,Friday,7,8,2012,d_553,,,1,1,1,28727.0,2833.0,7951.0,d_553,Friday,31,8,0,1
2012-08-04,Saturday,1,8,2012,d_554,,,1,0,0,29657.0,2810.0,8809.0,d_554,Saturday,31,8,0,0
2012-08-05,Sunday,2,8,2012,d_555,,,1,1,1,31801.0,2629.0,8579.0,d_555,Sunday,31,8,0,0
2012-08-06,Monday,3,8,2012,d_556,,,1,1,1,27608.0,2268.0,7148.0,d_556,Monday,32,8,0,1
2012-08-07,Tuesday,4,8,2012,d_557,,,1,1,0,23779.0,2166.0,6449.0,d_557,Tuesday,32,8,0,1
2012-08-08,Wednesday,5,8,2012,d_558,,,1,0,1,24043.0,2023.0,6235.0,d_558,Wednesday,32,8,0,1
2012-08-09,Thursday,6,8,2012,d_559,,,1,1,1,26042.0,2007.0,6959.0,d_559,Thursday,32,8,0,1
2012-08-10,Friday,7,8,2012,d_560,,,1,0,0,25861.0,2445.0,8159.0,d_560,Friday,32,8,0,1
2012-08-11,Saturday,1,8,2012,d_561,,,0,1,1,32103.0,2716.0,9262.0,d_561,Saturday,32,8,0,0
2012-08-12,Sunday,2,8,2012,d_562,,,0,1,1,33640.0,2647.0,9511.0,d_562,Sunday,32,8,0,0
2012-08-13,Monday,3,8,2012,d_563,,,0,1,0,26301.0,2055.0,7674.0,d_563,Monday,33,8,0,1
2012-08-14,Tuesday,4,8,2012,d_564,,,0,0,1,25053.0,2075.0,7184.0,d_564,Tuesday,33,8,0,1
2012-08-15,Wednesday,5,8,2012,d_565,,,0,1,1,26310.0,2254.0,6933.0,d_565,Wednesday,33,8,0,1
2012-08-16,Thursday,6,8,2012,d_566,,,0,0,0,24791.0,2452.0,7162.0,d_566,Thursday,33,8,0,1
2012-08-17,Friday,7,8,2012,d_567,,,0,0,0,25186.0,2490.0,7781.0,d_567,Friday,33,8,0,1
2012-08-18,Saturday,1,8,2012,d_568,,,0,0,0,29402.0,2885.0,9234.0,d_568,Saturday,33,8,0,0
2012-08-19,Sunday,2,8,2012,d_569,Religious,,0,0,0,30722.0,2912.0,9730.0,d_569,Sunday,33,8,0,0
2012-08-20,Monday,3,8,2012,d_570,,,0,0,0,23145.0,2071.0,7194.0,d_570,Monday,34,8,0,1
2012-08-21,Tuesday,4,8,2012,d_571,,,0,0,0,21221.0,1954.0,7031.0,d_571,Tuesday,34,8,0,1
2012-08-22,Wednesday,5,8,2012,d_572,,,0,0,0,19995.0,2203.0,6724.0,d_572,Wednesday,34,8,0,1
2012-08-23,Thursday,6,8,2012,d_573,,,0,0,0,19900.0,2012.0,6640.0,d_573,Thursday,34,8,0,1
2012-08-24,Friday,7,8,2012,d_574,,,0,0,0,22808.0,2439.0,7797.0,d_574,Friday,34,8,0,1
2012-08-25,Saturday,1,8,2012,d_575,,,0,0,0,27425.0,2812.0,9727.0,d_575,Saturday,34,8,0,0
2012-08-26,Sunday,2,8,2012,d_576,,,0,0,0,29159.0,2754.0,9108.0,d_576,Sunday,34,8,0,0
2012-08-27,Monday,3,8,2012,d_577,,,0,0,0,21742.0,2355.0,6913.0,d_577,Monday,35,8,0,1
2012-08-28,Tuesday,4,8,2012,d_578,,,0,0,0,20118.0,2112.0,6242.0,d_578,Tuesday,35,8,0,1
2012-08-29,Wednesday,5,8,2012,d_579,,,0,0,0,18979.0,2061.0,6061.0,d_579,Wednesday,35,8,0,1
2012-08-30,Thursday,6,8,2012,d_580,,,0,0,0,19819.0,1952.0,6532.0,d_580,Thursday,35,8,0,1
2012-08-31,Friday,7,8,2012,d_581,,,0,0,0,24435.0,2992.0,9665.0,d_581,Friday,35,8,0,1
2012-09-01,Saturday,1,9,2012,d_582,,,1,1,0,30247.0,3375.0,11008.0,d_582,Saturday,35,9,0,0
2012-09-02,Sunday,2,9,2012,d_583,,,1,0,1,30330.0,2609.0,9880.0,d_583,Sunday,35,9,0,0
2012-09-03,Monday,3,9,2012,d_584,National,,1,1,1,32349.0,2469.0,9707.0,d_584,Monday,36,9,1,0
2012-09-04,Tuesday,4,9,2012,d_585,,,1,0,0,22229.0,2308.0,7342.0,d_585,Tuesday,36,9,0,1
2012-09-05,Wednesday,5,9,2012,d_586,,,1,1,1,22931.0,2102.0,6821.0,d_586,Wednesday,36,9,0,1
2012-09-06,Thursday,6,9,2012,d_587,,,1,1,1,23038.0,2224.0,7313.0,d_587,Thursday,36,9,0,1
2012-09-07,Friday,7,9,2012,d_588,,,1,1,0,24337.0,2327.0,8111.0,d_588,Friday,36,9,0,1
2012-09-08,Saturday,1,9,2012,d_589,,,1,0,1,29363.0,3017.0,10838.0,d_589,Saturday,36,9,0,0
2012-09-09,Sunday,2,9,2012,d_590,,,1,1,1,32936.0,2831.0,10882.0,d_590,Sunday,36,9,0,0
2012-09-10,Monday,3,9,2012,d_591,,,1,0,0,23144.0,2041.0,7787.0,d_591,Monday,37,9,0,1
2012-09-11,Tuesday,4,9,2012,d_592,,,0,1,1,23088.0,2151.0,7131.0,d_592,Tuesday,37,9,0,1
2012-09-12,Wednesday,5,9,2012,d_593,,,0,1,1,22506.0,1896.0,6616.0,d_593,Wednesday,37,9,0,1
2012-09-13,Thursday,6,9,2012,d_594,,,0,1,0,20926.0,2028.0,7188.0,d_594,Thursday,37,9,0,1
2012-09-14,Friday,7,9,2012,d_595,,,0,0,1,24991.0,2510.0,8858.0,d_595,Friday,37,9,0,1
2012-09-15,Saturday,1,9,2012,d_596,,,0,1,1,32157.0,3065.0,10737.0,d_596,Saturday,37,9,0,0
2012-09-16,Sunday,2,9,2012,d_597,,,0,0,0,30901.0,3190.0,10195.0,d_597,Sunday,37,9,0,0
2012-09-17,Monday,3,9,2012,d_598,,,0,0,0,22105.0,2195.0,7560.0,d_598,Monday,38,9,0,1
2012-09-18,Tuesday,4,9,2012,d_599,,,0,0,0,19639.0,2507.0,7130.0,d_599,Tuesday,38,9,0,1
2012-09-19,Wednesday,5,9,2012,d_600,,,0,0,0,18408.0,2195.0,6462.0,d_600,Wednesday,38,9,0,1
2012-09-20,Thursday,6,9,2012,d_601,,,0,0,0,19301.0,2096.0,7160.0,d_601,Thursday,38,9,0,1
2012-09-21,Friday,7,9,2012,d_602,,,0,0,0,22378.0,2483.0,8773.0,d_602,Friday,38,9,0,1
2012-09-22,Saturday,1,9,2012,d_603,,,0,0,0,27922.0,3211.0,10756.0,d_603,Saturday,38,9,0,0
2012-09-23,Sunday,2,9,2012,d_604,,,0,0,0,27876.0,2775.0,10711.0,d_604,Sunday,38,9,0,0
2012-09-24,Monday,3,9,2012,d_605,,,0,0,0,19740.0,2280.0,7156.0,d_605,Monday,39,9,0,1
2012-09-25,Tuesday,4,9,2012,d_606,,,0,0,0,18975.0,1942.0,7062.0,d_606,Tuesday,39,9,0,1
2012-09-26,Wednesday,5,9,2012,d_607,,,0,0,0,18298.0,2052.0,6582.0,d_607,Wednesday,39,9,0,1
2012-09-27,Thursday,6,9,2012,d_608,,,0,0,0,18276.0,2193.0,6762.0,d_608,Thursday,39,9,0,1
2012-09-28,Friday,7,9,2012,d_609,,,0,0,0,21928.0,2555.0,8173.0,d_609,Friday,39,9,0,1
2012-09-29,Saturday,1,9,2012,d_610,,,0,0,0,27507.0,2985.0,10489.0,d_610,Saturday,39,9,0,0
2012-09-30,Sunday,2,9,2012,d_611,,,0,0,0,27352.0,2742.0,9642.0,d_611,Sunday,39,9,0,0
2012-10-01,Monday,3,10,2012,d_612,,,1,1,0,23833.0,2522.0,8486.0,d_612,Monday,40,10,0,1
2012-10-02,Tuesday,4,10,2012,d_613,,,1,0,1,24338.0,2362.0,7130.0,d_613,Tuesday,40,10,0,1
2012-10-03,Wednesday,5,10,2012,d_614,,,1,1,1,24361.0,2476.0,7383.0,d_614,Wednesday,40,10,0,1
2012-10-04,Thursday,6,10,2012,d_615,,,1,0,0,20913.0,2434.0,6728.0,d_615,Thursday,40,10,0,1
2012-10-05,Friday,7,10,2012,d_616,,,1,1,1,24515.0,2432.0,7641.0,d_616,Friday,40,10,0,1
2012-10-06,Saturday,1,10,2012,d_617,,,1,1,1,31141.0,2950.0,9949.0,d_617,Saturday,40,10,0,0
2012-10-07,Sunday,2,10,2012,d_618,,,1,1,0,29673.0,2757.0,9442.0,d_618,Sunday,40,10,0,0
2012-10-08,Monday,3,10,2012,d_619,National,,1,0,1,24230.0,2189.0,7371.0,d_619,Monday,41,10,1,0
2012-10-09,Tuesday,4,10,2012,d_620,,,1,1,1,23636.0,2246.0,6413.0,d_620,Tuesday,41,10,0,1
2012-10-10,Wednesday,5,10,2012,d_621,,,1,0,0,21331.0,2020.0,6618.0,d_621,Wednesday,41,10,0,1
2012-10-11,Thursday,6,10,2012,d_622,,,0,1,1,21622.0,2220.0,6156.0,d_622,Thursday,41,10,0,1
2012-10-12,Friday,7,10,2012,d_623,,,0,1,1,24707.0,2568.0,7777.0,d_623,Friday,41,10,0,1
2012-10-13,Saturday,1,10,2012,d_624,,,0,1,0,28872.0,3042.0,10312.0,d_624,Saturday,41,10,0,0
2012-10-14,Sunday,2,10,2012,d_625,,,0,0,1,29499.0,2743.0,9995.0,d_625,Sunday,41,10,0,0
2012-10-15,Monday,3,10,2012,d_626,,,0,1,1,24260.0,2187.0,7237.0,d_626,Monday,42,10,0,1
2012-10-16,Tuesday,4,10,2012,d_627,,,0,0,0,19213.0,1973.0,6683.0,d_627,Tuesday,42,10,0,1
2012-10-17,Wednesday,5,10,2012,d_628,,,0,0,0,18531.0,2112.0,6460.0,d_628,Wednesday,42,10,0,1
2012-10-18,Thursday,6,10,2012,d_629,,,0,0,0,17729.0,2249.0,6191.0,d_629,Thursday,42,10,0,1
2012-10-19,Friday,7,10,2012,d_630,,,0,0,0,20116.0,2380.0,7215.0,d_630,Friday,42,10,0,1
2012-10-20,Saturday,1,10,2012,d_631,,,0,0,0,24247.0,2815.0,9627.0,d_631,Saturday,42,10,0,0
2012-10-21,Sunday,2,10,2012,d_632,,,0,0,0,24911.0,2763.0,9313.0,d_632,Sunday,42,10,0,0
2012-10-22,Monday,3,10,2012,d_633,,,0,0,0,18082.0,2117.0,6513.0,d_633,Monday,43,10,0,1
2012-10-23,Tuesday,4,10,2012,d_634,,,0,0,0,17205.0,2050.0,6164.0,d_634,Tuesday,43,10,0,1
2012-10-24,Wednesday,5,10,2012,d_635,,,0,0,0,16486.0,2128.0,5776.0,d_635,Wednesday,43,10,0,1
2012-10-25,Thursday,6,10,2012,d_636,,,0,0,0,16225.0,2094.0,5993.0,d_636,Thursday,43,10,0,1
2012-10-26,Friday,7,10,2012,d_637,Religious,,0,0,0,21648.0,2777.0,7438.0,d_637,Friday,43,10,0,1
2012-10-27,Saturday,1,10,2012,d_638,,,0,0,0,26069.0,3015.0,9463.0,d_638,Saturday,43,10,0,0
2012-10-28,Sunday,2,10,2012,d_639,,,0,0,0,25456.0,2812.0,8916.0,d_639,Sunday,43,10,0,0
2012-10-29,Monday,3,10,2012,d_640,,,0,0,0,18854.0,2342.0,6385.0,d_640,Monday,44,10,0,1
2012-10-30,Tuesday,4,10,2012,d_641,,,0,0,0,19666.0,2373.0,6041.0,d_641,Tuesday,44,10,0,1
2012-10-31,Wednesday,5,10,2012,d_642,Cultural,,0,0,0,17521.0,2001.0,5453.0,d_642,Wednesday,44,10,0,1
2012-11-01,Thursday,6,11,2012,d_643,,,1,1,0,20551.0,2518.0,7982.0,d_643,Thursday,44,11,0,1
2012-11-02,Friday,7,11,2012,d_644,,,1,0,1,24094.0,2954.0,8466.0,d_644,Friday,44,11,0,1
2012-11-03,Saturday,1,11,2012,d_645,,,1,1,1,31396.0,3307.0,10376.0,d_645,Saturday,44,11,0,0
2012-11-04,Sunday,2,11,2012,d_646,,,1,0,0,29166.0,2915.0,10464.0,d_646,Sunday,44,11,0,0
2012-11-05,Monday,3,11,2012,d_647,,,1,1,1,23990.0,2145.0,6922.0,d_647,Monday,45,11,0,1
2012-11-06,Tuesday,4,11,2012,d_648,,,1,1,1,22357.0,2029.0,6128.0,d_648,Tuesday,45,11,0,1
2012-11-07,Wednesday,5,11,2012,d_649,,,1,1,0,21404.0,2072.0,6207.0,d_649,Wednesday,45,11,0,1
2012-11-08,Thursday,6,11,2012,d_650,,,1,0,1,22229.0,2191.0,6337.0,d_650,Thursday,45,11,0,1
2012-11-09,Friday,7,11,2012,d_651,,,1,1,1,25947.0,2413.0,7362.0,d_651,Friday,45,11,0,1
2012-11-10,Saturday,1,11,2012,d_652,,,1,0,0,30152.0,3237.0,9495.0,d_652,Saturday,45,11,0,0
2012-11-11,Sunday,2,11,2012,d_653,National,,0,1,1,31469.0,3004.0,9044.0,d_653,Sunday,45,11,0,0
2012-11-12,Monday,3,11,2012,d_654,,,0,1,1,24447.0,2202.0,6564.0,d_654,Monday,46,11,1,0
2012-11-13,Tuesday,4,11,2012,d_655,,,0,1,0,20713.0,2120.0,5475.0,d_655,Tuesday,46,11,0,1
2012-11-14,Wednesday,5,11,2012,d_656,,,0,0,1,20250.0,1876.0,5709.0,d_656,Wednesday,46,11,0,1
2012-11-15,Thursday,6,11,2012,d_657,,,0,1,1,21876.0,1967.0,5870.0,d_657,Thursday,46,11,0,1
2012-11-16,Friday,7,11,2012,d_658,,,0,0,0,22120.0,2396.0,7100.0,d_658,Friday,46,11,0,1
